ticket_id,text,category,priority,channel,sentiment,resolution_status,response_time_hours,resolution_time_hours,customer_satisfaction,word_count,char_count,cleaned_text,text_length,unique_words
TKT-2417,"Hi team, I cannot verify my email address with the link sent I have been waiting for a while now.",Account Management,Low,Web Form,Negative,Resolved,3.14,20.29,3,20,97,team cannot verify email address link sent waiting,97,8
TKT-2418,I want to change the delivery address for my order This is affecting my work significantly.,Shipping & Delivery,Medium,Chat,Neutral,Pending,11.43,38.75,2,16,91,want change delivery address order affecting work significantly,91,8
TKT-2419,"Hi there, Can I use the product offline without internet connection I have been waiting for a while now.",Product Information,Medium,Web Form,Negative,Pending,20.79,24.71,2,19,104,use product offline without internet connection waiting,104,7
TKT-2420,"Hi team, What is the data retention policy for your service Please help me resolve this as soon as possible.",Product Information,Low,Chat,Neutral,Resolved,27.13,176.57,5,20,108,team data retention policy service please help resolve soon possible,108,10
TKT-2421,"Hi there, I want to return the product I bought last week Please help me resolve this as soon as possible.",Returns & Refunds,Critical,Phone,Positive,Resolved,0.5,1.5,4,21,106,want return product bought last week please help resolve soon possible,106,11
TKT-2422,"Hi there, The tracking number provided is not working Please help me resolve this as soon as possible.",Shipping & Delivery,Low,Chat,Negative,Resolved,26.81,62.06,4,18,102,tracking number provided working please help resolve soon possible,102,9
TKT-2423,"Good day, My account has been locked and I cannot access it I have been waiting for a while now.",Account Management,Low,Phone,Neutral,Pending,26.38,45.58,3,20,96,good day account locked cannot access waiting,96,7
TKT-2424,"Hi there, Subscription fee was deducted twice this month Looking forward to your prompt response.",Billing & Payments,Medium,Chat,Neutral,Resolved,10.0,55.26,3,15,97,subscription fee deducted twice month looking forward prompt response,97,9
TKT-2425,"Dear team, I was charged twice for my subscription this month I have been waiting for a while now.",Billing & Payments,High,Web Form,Positive,Resolved,12.59,13.59,4,19,98,dear team charged twice subscription month waiting,98,7
TKT-2426,"Hi there, The website is showing a 500 internal server error I have been waiting for a while now.",Technical Support,Low,Web Form,Neutral,Pending,24.14,55.59,3,19,97,website showing internal server error waiting,97,6
TKT-2427,"Good day, I want to change the delivery address for my order Please let me know what steps I should take.",Shipping & Delivery,Medium,Chat,Negative,Pending,4.71,17.21,2,21,105,good day want change delivery address order please let know step take,105,12
TKT-2428,"Hi team, Please help me delete my account permanently This is affecting my work significantly.",Account Management,High,Chat,Neutral,Resolved,6.83,8.43,5,15,94,team please help delete account permanently affecting work significantly,94,9
TKT-2429,"To whom it may concern, The item I received is defective and I need replacement",Returns & Refunds,High,Email,Negative,Resolved,1.87,6.73,3,15,79,may concern item received defective need replacement,79,7
TKT-2430,"Hello, Error message appears every time I try to save Please let me know what steps I should take.",Technical Support,Medium,Email,Neutral,Pending,12.39,64.21,3,19,98,hello error message appears every time try save please let know step take,98,13
TKT-2431,"Hi team, Subscription fee was deducted twice this month I need urgent assistance with this.",Billing & Payments,High,Email,Negative,Escalated,2.8,3.8,1,15,91,team subscription fee deducted twice month need urgent assistance,91,9
TKT-2432,"To whom it may concern, Please update my payment method to a new card Thank you for your help.",Billing & Payments,Low,Email,Positive,Resolved,0.69,173.51,3,19,94,may concern please update payment method new card thank help,94,10
TKT-2433,"Good day, Can you explain the difference between basic and pro Please help me resolve this as soon as possible.",Product Information,High,Web Form,Neutral,Escalated,4.24,17.63,1,20,111,good day explain difference basic pro please help resolve soon possible,111,11
TKT-2434,"Hi team, The replacement item also arrived damaged Please help me resolve this as soon as possible.",Returns & Refunds,Critical,Phone,Negative,Pending,0.5,7.22,2,17,99,team replacement item also arrived damaged please help resolve soon possible,99,11
TKT-2435,"Hi, I need to transfer my account to another user I have been waiting for a while now.",Account Management,Medium,Email,Positive,Escalated,3.06,32.46,2,18,86,need transfer account another user waiting,86,6
TKT-2436,"Dear Support, My package was returned to sender by mistake I have been waiting for a while now.",Shipping & Delivery,Medium,Phone,Neutral,Resolved,50.56,110.33,4,18,95,dear support package returned sender mistake waiting,95,7
TKT-2437,"Good day, The courier left my package in the wrong location Looking forward to your prompt response.",Shipping & Delivery,Critical,Chat,Neutral,Resolved,0.59,5.07,4,17,100,good day courier left package wrong location looking forward prompt response,100,11
TKT-2438,"Hi team, I want to upgrade my plan but billing is confusing",Billing & Payments,Medium,Chat,Neutral,Resolved,3.14,8.91,5,12,59,team want upgrade plan billing confusing,59,6
TKT-2439,My package was returned to sender by mistake I need urgent assistance with this.,Shipping & Delivery,Medium,Web Form,Negative,Resolved,33.05,92.34,5,14,80,package returned sender mistake need urgent assistance,80,7
TKT-2440,"Hi there, The feature stopped working after the last update Thank you for your help.",Technical Support,Medium,Email,Negative,Resolved,7.0,9.11,5,15,84,feature stopped working last update thank help,84,7
TKT-2441,"To whom it may concern, The website is showing a 500 internal server error I need urgent assistance with this.",Technical Support,Medium,Chat,Negative,Pending,0.5,34.61,3,20,110,may concern website showing internal server error need urgent assistance,110,10
TKT-2442,"Hi, Do you offer any educational or nonprofit discounts Thank you for your help.",Product Information,Medium,Email,Negative,Resolved,2.11,18.86,5,14,80,offer educational nonprofit discount thank help,80,6
TKT-2443,"Hi team, Please help me delete my account permanently Thank you for your help.",Account Management,High,Phone,Neutral,Resolved,1.1,3.31,5,14,78,team please help delete account permanently thank help,78,7
TKT-2444,"Dear Support, My refund has not been processed after two weeks",Returns & Refunds,Medium,Phone,Negative,Resolved,3.02,13.92,4,11,62,dear support refund processed two week,62,6
TKT-2445,"Dear team, I want to change the delivery address for my order Thank you for your help.",Shipping & Delivery,Medium,Email,Neutral,Resolved,14.63,39.02,3,17,86,dear team want change delivery address order thank help,86,9
TKT-2446,"Good day, I need a prepaid return label for my item This is affecting my work significantly.",Returns & Refunds,Low,Email,Positive,Resolved,33.69,35.18,4,17,92,good day need prepaid return label item affecting work significantly,92,10
TKT-2447,"Hi there, I cannot log in to my account after the update Thank you for your help.",Technical Support,High,Phone,Negative,Resolved,2.72,25.23,5,17,81,cannot log account update thank help,81,6
TKT-2448,"Hello, I want to change my username on the platform I need urgent assistance with this.",Account Management,Medium,Chat,Negative,Resolved,7.4,8.85,3,16,87,hello want change username platform need urgent assistance,87,8
TKT-2449,"Hi team, The return window has passed but the item is broken I have been waiting for a while now.",Returns & Refunds,Low,Chat,Negative,Resolved,0.78,46.39,5,20,97,team return window passed item broken waiting,97,7
TKT-2450,"To whom it may concern, My account has been locked and I cannot access it I have been waiting for a while now.",Account Management,Medium,Phone,Negative,Pending,8.79,79.05,2,23,110,may concern account locked cannot access waiting,110,7
TKT-2451,"Hi, I need to schedule a redelivery for my parcel Please let me know what steps I should take.",Shipping & Delivery,High,Email,Neutral,Resolved,6.35,12.83,4,19,94,need schedule redelivery parcel please let know step take,94,9
TKT-2452,"Dear team, I keep getting disconnected from the server Looking forward to your prompt response.",Technical Support,Low,Chat,Negative,Pending,22.98,69.28,2,15,95,dear team keep getting disconnected server looking forward prompt response,95,10
TKT-2453,"Good day, What features are included in the premium plan This is affecting my work significantly.",Product Information,Critical,Email,Positive,Resolved,0.69,2.52,4,16,97,good day feature included premium plan affecting work significantly,97,9
TKT-2454,"Dear Support, Can I exchange the product for a different size I need urgent assistance with this.",Returns & Refunds,Low,Email,Negative,Resolved,1.61,105.16,4,17,97,dear support exchange product different size need urgent assistance,97,9
TKT-2455,"Hi, Subscription fee was deducted twice this month This is affecting my work significantly.",Billing & Payments,Medium,Chat,Negative,Pending,5.89,22.87,3,14,91,subscription fee deducted twice month affecting work significantly,91,8
TKT-2456,"Hi there, The tracking number provided is not working Please help me resolve this as soon as possible.",Shipping & Delivery,Medium,Email,Negative,Pending,1.76,37.59,2,18,102,tracking number provided working please help resolve soon possible,102,9
TKT-2457,"Hello, My profile picture is not updating correctly Please let me know what steps I should take.",Account Management,Low,Web Form,Negative,Resolved,30.33,133.89,4,17,96,hello profile picture updating correctly please let know step take,96,10
TKT-2458,"Hi, What is the data retention policy for your service I have been waiting for a while now.",Product Information,Low,Email,Negative,Resolved,9.31,21.83,4,18,91,data retention policy service waiting,91,5
TKT-2459,The export function produces corrupt files This is affecting my work significantly.,Technical Support,High,Chat,Neutral,Resolved,14.92,19.74,3,12,83,export function produce corrupt file affecting work significantly,83,8
TKT-2460,The software is not compatible with my operating system Please let me know what steps I should take.,Technical Support,Medium,Chat,Negative,Pending,4.54,32.64,2,18,100,software compatible operating system please let know step take,100,9
TKT-2461,"Dear Support, I received the wrong item in my package Please help me resolve this as soon as possible.",Shipping & Delivery,Medium,Email,Negative,Escalated,0.5,28.9,2,19,102,dear support received wrong item package please help resolve soon possible,102,11
TKT-2462,Do you offer any educational or nonprofit discounts Please help me resolve this as soon as possible.,Product Information,High,Chat,Neutral,Resolved,1.61,25.24,4,17,100,offer educational nonprofit discount please help resolve soon possible,100,9
TKT-2463,"Hi, I need to change the email address on my account Please let me know what steps I should take.",Account Management,High,Email,Negative,Pending,7.12,10.97,3,20,97,need change email address account please let know step take,97,10
TKT-2464,"Hi there, The export function produces corrupt files Please help me resolve this as soon as possible.",Technical Support,Low,Email,Neutral,Resolved,81.86,94.42,5,17,101,export function produce corrupt file please help resolve soon possible,101,10
TKT-2465,"Hi, What languages does your platform currently support I need urgent assistance with this.",Product Information,Critical,Email,Positive,Pending,0.5,2.05,4,14,91,language platform currently support need urgent assistance,91,7
TKT-2466,"Hi there, What languages does your platform currently support I have been waiting for a while now.",Product Information,Low,Web Form,Negative,Resolved,2.11,84.49,5,17,98,language platform currently support waiting,98,5
TKT-2467,"Hi there, I was charged twice for my subscription this month Thank you for your help.",Billing & Payments,Medium,Email,Negative,Pending,7.64,25.91,2,16,85,charged twice subscription month thank help,85,6
TKT-2468,The feature stopped working after the last update I need urgent assistance with this.,Technical Support,Medium,Web Form,Neutral,Resolved,1.11,93.06,4,14,85,feature stopped working last update need urgent assistance,85,8
TKT-2469,My account shows wrong subscription plan I need urgent assistance with this.,Account Management,Medium,Chat,Negative,Resolved,6.32,23.23,5,12,76,account show wrong subscription plan need urgent assistance,76,8
TKT-2470,My data is not syncing across devices properly,Technical Support,High,Chat,Positive,Resolved,0.5,12.08,3,8,46,data syncing across device properly,46,5
TKT-2471,"Hi, The courier left my package in the wrong location Please help me resolve this as soon as possible.",Shipping & Delivery,Medium,Phone,Positive,Resolved,7.94,145.79,5,19,102,courier left package wrong location please help resolve soon possible,102,10
TKT-2472,"Hi there, The software is not compatible with my operating system I have been waiting for a while now.",Technical Support,Medium,Web Form,Positive,Pending,20.62,25.55,4,19,102,software compatible operating system waiting,102,5
TKT-2473,"Dear Support, Does your product comply with GDPR regulations Please help me resolve this as soon as possible.",Product Information,Low,Email,Negative,Escalated,57.33,83.99,3,18,109,dear support product comply gdpr regulation please help resolve soon possible,109,11
TKT-2474,"To whom it may concern, I want to change my username on the platform I have been waiting for a while now.",Account Management,Low,Phone,Negative,Resolved,18.23,65.02,4,22,105,may concern want change username platform waiting,105,7
TKT-2475,"Good day, I was denied a refund but the product is faulty Please let me know what steps I should take.",Returns & Refunds,High,Email,Neutral,Resolved,12.46,13.46,3,21,102,good day denied refund product faulty please let know step take,102,11
TKT-2476,"Hi there, I want to upgrade my plan but billing is confusing Thank you for your help.",Billing & Payments,Low,Chat,Neutral,Resolved,49.42,139.07,4,17,85,want upgrade plan billing confusing thank help,85,7
TKT-2477,"Hi there, I need a copy of my tax invoice for last year This is affecting my work significantly.",Billing & Payments,Low,Phone,Negative,Resolved,6.91,45.76,4,19,96,need copy tax invoice last year affecting work significantly,96,9
TKT-2478,"Hi team, I keep getting disconnected from the server Looking forward to your prompt response.",Technical Support,High,Email,Positive,Resolved,4.88,33.14,4,15,93,team keep getting disconnected server looking forward prompt response,93,9
TKT-2479,"Hi team, Subscription fee was deducted twice this month This is affecting my work significantly.",Billing & Payments,Medium,Chat,Negative,Resolved,10.36,52.44,3,15,96,team subscription fee deducted twice month affecting work significantly,96,9
TKT-2480,"Dear Support, What are the system requirements for your software Thank you for your help.",Product Information,High,Phone,Neutral,Resolved,1.89,3.16,5,15,89,dear support system requirement software thank help,89,7
TKT-2481,"To whom it may concern, Please remove the two factor authentication from my account",Account Management,High,Web Form,Negative,Escalated,0.5,6.24,3,14,83,may concern please remove two factor authentication account,83,8
TKT-2482,"Good day, The tracking number provided is not working Looking forward to your prompt response.",Shipping & Delivery,Medium,Chat,Negative,Resolved,28.18,53.37,4,15,94,good day tracking number provided working looking forward prompt response,94,10
TKT-2483,"Good day, The delivery estimate keeps getting pushed further Looking forward to your prompt response.",Shipping & Delivery,Critical,Chat,Neutral,Resolved,1.68,6.18,5,15,101,good day delivery estimate keep getting pushed looking forward prompt response,101,11
TKT-2484,My profile picture is not updating correctly Looking forward to your prompt response.,Account Management,High,Web Form,Neutral,Pending,0.86,2.54,4,13,85,profile picture updating correctly looking forward prompt response,85,8
TKT-2485,"Dear Support, Does the product support integration with Salesforce I have been waiting for a while now.",Product Information,High,Chat,Negative,Pending,4.16,13.62,2,17,103,dear support product support integration salesforce waiting,103,6
TKT-2486,I need a copy of my tax invoice for last year I need urgent assistance with this.,Billing & Payments,High,Chat,Negative,Resolved,2.71,4.97,4,17,81,need copy tax invoice last year need urgent assistance,81,8
TKT-2487,"Dear Support, I keep getting disconnected from the server Please help me resolve this as soon as possible.",Technical Support,Low,Email,Neutral,Escalated,7.53,71.83,2,18,106,dear support keep getting disconnected server please help resolve soon possible,106,11
TKT-2488,"Hi team, I cannot verify my email address with the link sent Please let me know what steps I should take.",Account Management,Low,Email,Negative,Pending,8.17,208.37,4,21,105,team cannot verify email address link sent please let know step take,105,12
TKT-2489,"Hi there, Is there an API available for custom integrations Looking forward to your prompt response.",Product Information,Medium,Chat,Positive,Resolved,2.49,23.9,5,16,100,api available custom integration looking forward prompt response,100,8
TKT-2490,"Dear Support, I cannot log in to my account after the update Looking forward to your prompt response.",Technical Support,Medium,Email,Negative,Pending,21.89,25.83,4,18,101,dear support cannot log account update looking forward prompt response,101,10
TKT-2491,"Hi there, The payment gateway keeps showing an error This is affecting my work significantly.",Billing & Payments,Low,Chat,Positive,Resolved,57.23,89.73,4,15,93,payment gateway keep showing error affecting work significantly,93,8
TKT-2492,"Good day, I want to change the delivery address for my order Please help me resolve this as soon as possible.",Shipping & Delivery,Medium,Phone,Neutral,Resolved,17.1,86.12,5,21,109,good day want change delivery address order please help resolve soon possible,109,12
TKT-2493,"Dear team, Please help me delete my account permanently Looking forward to your prompt response.",Account Management,Low,Phone,Negative,Resolved,15.51,381.19,5,15,96,dear team please help delete account permanently looking forward prompt response,96,11
TKT-2494,"Dear team, My package was returned to sender by mistake I have been waiting for a while now.",Shipping & Delivery,Critical,Phone,Negative,Escalated,0.61,1.61,1,18,92,dear team package returned sender mistake waiting,92,7
TKT-2495,"Dear team, The feature stopped working after the last update",Technical Support,Low,Chat,Negative,Resolved,87.62,262.17,3,10,60,dear team feature stopped working last update,60,7
TKT-2496,"Good day, The website is showing a 500 internal server error This is affecting my work significantly.",Technical Support,Medium,Phone,Neutral,Resolved,8.91,39.47,5,17,101,good day website showing internal server error affecting work significantly,101,10
TKT-2497,"Hi, I was billed after cancelling my account Please let me know what steps I should take.",Billing & Payments,High,Chat,Positive,Pending,1.4,2.4,3,17,89,billed cancelling account please let know step take,89,8
TKT-2498,"Good day, What are the system requirements for your software This is affecting my work significantly.",Product Information,Medium,Phone,Neutral,Pending,3.37,5.19,4,16,101,good day system requirement software affecting work significantly,101,8
TKT-2499,"Dear team, I need a refund for the payment made last week",Billing & Payments,Low,Email,Negative,Resolved,6.79,7.79,4,12,57,dear team need refund payment made last week,57,8
TKT-2500,"Dear team, Can I exchange the product for a different size This is affecting my work significantly.",Returns & Refunds,Low,Chat,Negative,Resolved,21.41,46.88,3,17,99,dear team exchange product different size affecting work significantly,99,9
TKT-2501,"Hi, Does your product comply with GDPR regulations Thank you for your help.",Product Information,Low,Email,Positive,Pending,38.19,78.88,3,13,75,product comply gdpr regulation thank help,75,6
TKT-2502,"Hi team, Can I exchange the product for a different size Please help me resolve this as soon as possible.",Returns & Refunds,Medium,Email,Negative,Resolved,9.74,24.0,4,20,105,team exchange product different size please help resolve soon possible,105,10
TKT-2503,"Dear team, I received a damaged item in my shipment",Shipping & Delivery,Medium,Chat,Neutral,Resolved,16.16,60.22,4,10,51,dear team received damaged item shipment,51,6
TKT-2504,Why was my card declined when making a payment Thank you for your help.,Billing & Payments,Medium,Chat,Negative,Resolved,17.34,48.79,3,14,71,card declined making payment thank help,71,6
TKT-2505,I want to return the product I bought last week Thank you for your help.,Returns & Refunds,High,Phone,Positive,Pending,12.24,13.24,3,15,72,want return product bought last week thank help,72,8
TKT-2506,"Hi, I need to schedule a redelivery for my parcel This is affecting my work significantly.",Shipping & Delivery,Medium,Chat,Neutral,Resolved,7.83,11.8,5,16,90,need schedule redelivery parcel affecting work significantly,90,7
TKT-2507,"Hi team, My account shows wrong subscription plan Please let me know what steps I should take.",Account Management,High,Chat,Negative,Escalated,12.24,36.3,1,17,94,team account show wrong subscription plan please let know step take,94,11
TKT-2508,"Dear Support, My account shows wrong subscription plan Thank you for your help.",Account Management,Low,Chat,Neutral,Resolved,21.01,120.82,4,13,79,dear support account show wrong subscription plan thank help,79,9
TKT-2509,"Hi, Please remove the two factor authentication from my account Looking forward to your prompt response.",Account Management,Low,Web Form,Negative,Resolved,3.01,231.69,3,16,104,please remove two factor authentication account looking forward prompt response,104,10
TKT-2510,"Dear team, What languages does your platform currently support I need urgent assistance with this.",Product Information,Low,Web Form,Positive,Pending,13.66,203.63,3,15,98,dear team language platform currently support need urgent assistance,98,9
TKT-2511,"Hello, Please process my refund to the original payment method Looking forward to your prompt response.",Returns & Refunds,Medium,Chat,Negative,Resolved,28.37,111.61,5,16,103,hello please process refund original payment method looking forward prompt response,103,11
TKT-2512,The courier left my package in the wrong location Looking forward to your prompt response.,Shipping & Delivery,Critical,Chat,Positive,Pending,4.69,6.61,3,15,90,courier left package wrong location looking forward prompt response,90,9
TKT-2513,"To whom it may concern, Does your product comply with GDPR regulations",Product Information,Medium,Web Form,Neutral,Resolved,19.47,24.88,5,12,70,may concern product comply gdpr regulation,70,6
TKT-2514,"Dear team, I need a refund for the payment made last week This is affecting my work significantly.",Billing & Payments,Medium,Web Form,Neutral,Resolved,14.46,43.02,5,18,98,dear team need refund payment made last week affecting work significantly,98,11
TKT-2515,"Hi there, Can you explain the difference between basic and pro I have been waiting for a while now.",Product Information,Low,Email,Neutral,Resolved,25.98,200.37,4,19,99,explain difference basic pro waiting,99,5
TKT-2516,"Dear Support, The replacement item also arrived damaged I need urgent assistance with this.",Returns & Refunds,Low,Phone,Negative,Pending,48.74,104.11,3,14,91,dear support replacement item also arrived damaged need urgent assistance,91,10
TKT-2517,"Dear team, My invoice shows incorrect amount, please fix it I have been waiting for a while now.",Billing & Payments,Low,Chat,Neutral,Resolved,63.51,212.82,3,18,96,dear team invoice show incorrect amount please fix waiting,96,9
TKT-2518,"Hi team, I need a copy of my tax invoice for last year Looking forward to your prompt response.",Billing & Payments,Low,Chat,Neutral,Resolved,55.94,291.94,5,19,95,team need copy tax invoice last year looking forward prompt response,95,11
TKT-2519,"Hi team, Can I use the product offline without internet connection Please help me resolve this as soon as possible.",Product Information,High,Chat,Negative,Resolved,3.24,19.52,4,20,115,team use product offline without internet connection please help resolve soon possible,115,12
TKT-2520,"Dear Support, I keep getting disconnected from the server Looking forward to your prompt response.",Technical Support,Medium,Chat,Neutral,Escalated,16.88,66.91,1,15,98,dear support keep getting disconnected server looking forward prompt response,98,10
TKT-2521,"Hi, The website is showing a 500 internal server error Thank you for your help.",Technical Support,Medium,Web Form,Negative,Resolved,2.9,5.67,5,15,79,website showing internal server error thank help,79,7
TKT-2522,"Dear team, I want to merge two accounts into one Please let me know what steps I should take.",Account Management,High,Web Form,Negative,Pending,7.02,29.34,3,19,93,dear team want merge two account one please let know step take,93,12
TKT-2523,"Hello, My refund has not been processed after two weeks Looking forward to your prompt response.",Returns & Refunds,Medium,Chat,Negative,Resolved,7.09,37.04,4,16,96,hello refund processed two week looking forward prompt response,96,9
TKT-2524,"Hi there, The application keeps crashing when I open it Please help me resolve this as soon as possible.",Technical Support,Low,Chat,Negative,Resolved,3.6,4.6,4,19,104,application keep crashing open please help resolve soon possible,104,9
TKT-2525,"Dear team, What is the data retention policy for your service Please help me resolve this as soon as possible.",Product Information,High,Email,Positive,Escalated,0.92,3.32,1,20,110,dear team data retention policy service please help resolve soon possible,110,11
TKT-2526,"Good day, I received the wrong item in my package This is affecting my work significantly.",Shipping & Delivery,High,Email,Negative,Resolved,1.34,9.1,5,16,90,good day received wrong item package affecting work significantly,90,9
TKT-2527,"Dear team, I need to schedule a redelivery for my parcel",Shipping & Delivery,Low,Email,Negative,Resolved,14.61,19.93,5,11,56,dear team need schedule redelivery parcel,56,6
TKT-2528,"Hello, What is the data retention policy for your service Please help me resolve this as soon as possible.",Product Information,Low,Web Form,Negative,Resolved,5.15,159.47,5,19,106,hello data retention policy service please help resolve soon possible,106,10
TKT-2529,"Hi there, The software is not compatible with my operating system This is affecting my work significantly.",Technical Support,Critical,Chat,Neutral,Pending,0.5,2.26,2,17,106,software compatible operating system affecting work significantly,106,7
TKT-2530,"Dear Support, I need a refund for the payment made last week Please help me resolve this as soon as possible.",Billing & Payments,Critical,Chat,Positive,Resolved,0.77,4.03,3,21,109,dear support need refund payment made last week please help resolve soon possible,109,13
TKT-2531,"Hi, Can I exchange the product for a different size Looking forward to your prompt response.",Returns & Refunds,Medium,Phone,Neutral,Escalated,43.13,44.51,1,16,92,exchange product different size looking forward prompt response,92,8
TKT-2532,"Hi there, I want to upgrade my plan but billing is confusing I have been waiting for a while now.",Billing & Payments,Low,Phone,Positive,Resolved,6.31,57.52,5,20,97,want upgrade plan billing confusing waiting,97,6
TKT-2533,"Hello, I was charged twice for my subscription this month Thank you for your help.",Billing & Payments,Medium,Chat,Neutral,Resolved,2.34,38.52,4,15,82,hello charged twice subscription month thank help,82,7
TKT-2534,"Hi there, The website is showing a 500 internal server error Looking forward to your prompt response.",Technical Support,High,Chat,Negative,Resolved,0.94,18.9,4,17,101,website showing internal server error looking forward prompt response,101,9
TKT-2535,"To whom it may concern, Is there an API available for custom integrations Please help me resolve this as soon as possible.",Product Information,Low,Phone,Neutral,Resolved,6.24,60.09,4,22,122,may concern api available custom integration please help resolve soon possible,122,11
TKT-2536,"To whom it may concern, I cannot find my billing history on the portal I have been waiting for a while now.",Billing & Payments,Medium,Chat,Negative,Pending,0.5,20.51,3,22,107,may concern cannot find billing history portal waiting,107,8
TKT-2537,"Hi team, Can you explain the difference between basic and pro I need urgent assistance with this.",Product Information,Medium,Chat,Negative,Resolved,2.42,52.4,4,17,97,team explain difference basic pro need urgent assistance,97,8
TKT-2538,"Dear Support, My account shows wrong subscription plan I need urgent assistance with this.",Account Management,High,Phone,Positive,Resolved,1.03,20.06,5,14,90,dear support account show wrong subscription plan need urgent assistance,90,10
TKT-2539,"To whom it may concern, I was denied a refund but the product is faulty Thank you for your help.",Returns & Refunds,Medium,Chat,Neutral,Resolved,7.67,50.82,4,20,96,may concern denied refund product faulty thank help,96,8
TKT-2540,"Good day, I want to change the delivery address for my order Please help me resolve this as soon as possible.",Shipping & Delivery,Low,Email,Neutral,Resolved,33.17,146.98,4,21,109,good day want change delivery address order please help resolve soon possible,109,12
TKT-2541,The payment gateway keeps showing an error I need urgent assistance with this.,Billing & Payments,Critical,Phone,Negative,Escalated,1.28,2.28,1,13,78,payment gateway keep showing error need urgent assistance,78,8
TKT-2542,"Hi there, Is there an API available for custom integrations Thank you for your help.",Product Information,Low,Phone,Negative,Resolved,9.93,133.13,3,15,84,api available custom integration thank help,84,6
TKT-2543,"Hi there, I need to cancel my order before it is shipped I have been waiting for a while now.",Shipping & Delivery,Low,Email,Neutral,Resolved,34.62,41.96,4,20,93,need cancel order shipped waiting,93,5
TKT-2544,"Dear team, I cannot install the application on my laptop",Technical Support,High,Web Form,Positive,Escalated,0.5,4.63,1,10,56,dear team cannot install application laptop,56,6
TKT-2545,"Good day, Does the product support integration with Salesforce Please let me know what steps I should take.",Product Information,High,Phone,Negative,Resolved,0.5,21.99,5,18,107,good day product support integration salesforce please let know step take,107,11
TKT-2546,"Hello, The application keeps crashing when I open it Please help me resolve this as soon as possible.",Technical Support,Medium,Email,Negative,Pending,6.74,31.27,2,18,101,hello application keep crashing open please help resolve soon possible,101,10
TKT-2547,"Hello, What languages does your platform currently support This is affecting my work significantly.",Product Information,Critical,Chat,Positive,Pending,0.5,8.26,4,14,99,hello language platform currently support affecting work significantly,99,8
TKT-2548,"Hi team, Can I expedite the shipping on my recent order Please help me resolve this as soon as possible.",Shipping & Delivery,Medium,Chat,Neutral,Resolved,3.54,28.98,5,20,104,team expedite shipping recent order please help resolve soon possible,104,10
TKT-2549,Please update my personal information in the system This is affecting my work significantly.,Account Management,Medium,Chat,Negative,Pending,23.14,46.09,4,14,92,please update personal information system affecting work significantly,92,8
TKT-2550,"Good day, I want to upgrade my plan but billing is confusing Please let me know what steps I should take.",Billing & Payments,Low,Chat,Positive,Pending,52.78,252.78,2,21,105,good day want upgrade plan billing confusing please let know step take,105,12
TKT-2551,"Hi there, Please help me delete my account permanently Please let me know what steps I should take.",Account Management,Medium,Phone,Neutral,Resolved,3.95,33.25,5,18,99,please help delete account permanently please let know step take,99,9
TKT-2552,"To whom it may concern, The delivery estimate keeps getting pushed further Please help me resolve this as soon as possible.",Shipping & Delivery,Low,Web Form,Negative,Resolved,9.96,18.2,4,21,123,may concern delivery estimate keep getting pushed please help resolve soon possible,123,12
TKT-2553,"To whom it may concern, I want to upgrade my plan but billing is confusing I have been waiting for a while now.",Billing & Payments,Low,Phone,Negative,Resolved,17.87,50.98,3,23,111,may concern want upgrade plan billing confusing waiting,111,8
TKT-2554,"Hi, Is there an API available for custom integrations Looking forward to your prompt response.",Product Information,Medium,Web Form,Negative,Resolved,4.35,25.85,4,15,94,api available custom integration looking forward prompt response,94,8
TKT-2555,"To whom it may concern, I keep getting disconnected from the server",Technical Support,Low,Email,Negative,Resolved,11.76,77.77,4,12,67,may concern keep getting disconnected server,67,6
TKT-2556,"Dear Support, What features are included in the premium plan",Product Information,Medium,Phone,Positive,Resolved,1.0,70.64,3,10,60,dear support feature included premium plan,60,6
TKT-2557,"Dear team, Dashboard is not loading any data for me I have been waiting for a while now.",Technical Support,High,Email,Neutral,Resolved,0.5,3.42,3,18,88,dear team dashboard loading data waiting,88,6
TKT-2558,"Hi, Does your product comply with GDPR regulations Please let me know what steps I should take.",Product Information,Medium,Phone,Negative,Resolved,12.81,46.6,4,17,95,product comply gdpr regulation please let know step take,95,9
TKT-2559,"To whom it may concern, The courier left my package in the wrong location Please help me resolve this as soon as possible.",Shipping & Delivery,Medium,Email,Neutral,Pending,0.5,38.43,2,23,122,may concern courier left package wrong location please help resolve soon possible,122,12
TKT-2560,"To whom it may concern, I cannot install the application on my laptop I have been waiting for a while now.",Technical Support,High,Email,Negative,Resolved,2.73,14.01,4,21,106,may concern cannot install application laptop waiting,106,7
TKT-2561,"Hi there, I need a refund for the payment made last week Please help me resolve this as soon as possible.",Billing & Payments,High,Email,Negative,Resolved,5.55,8.45,5,21,105,need refund payment made last week please help resolve soon possible,105,11
TKT-2562,I cannot verify my email address with the link sent Looking forward to your prompt response.,Account Management,Medium,Web Form,Negative,Pending,5.57,14.01,3,16,92,cannot verify email address link sent looking forward prompt response,92,10
TKT-2563,"Hi team, My package was returned to sender by mistake Looking forward to your prompt response.",Shipping & Delivery,Medium,Email,Neutral,Escalated,0.5,1.5,2,16,94,team package returned sender mistake looking forward prompt response,94,9
TKT-2564,"Hi there, I received a damaged item in my shipment I have been waiting for a while now.",Shipping & Delivery,Medium,Email,Neutral,Resolved,13.68,15.84,5,18,87,received damaged item shipment waiting,87,5
